COD_PRODUCTO,COD_CATEGORIA,COD_CLIENTE,COD_PAIS,COD_VENDEDOR,COD_SUCURSAL,Fecha,Cantidad_Vendida,Monto_Vendido,Precio,Comision_Comercial
P00011,C00002,CLI00763,PER,V00013,SUC00036,2018-05-20,6,80000.00,13333.33,16000.00
P00011,C00002,CLI00763,PER,V00013,SUC00036,2021-05-20,6,80000.00,13333.33,16000.00
P00011,C00002,CLI00257,MEX,V00048,SUC00053,2018-07-22,43,510000.00,11860.47,35700.00
P00011,C00002,CLI00257,MEX,V00048,SUC00053,2021-07-22,43,510000.00,11860.47,35700.00
P00011,C00002,CLI00513,PAR,V00002,SUC00047,2017-08-03,16,170000.00,10625.00,13600.00
P00011,C00002,CLI00513,PAR,V00002,SUC00047,2017-12-02,23,340000.00,14782.61,30600.00
P00011,C00002,CLI00513,PAR,V00002,SUC00047,2020-12-02,23,340000.00,14782.61,30600.00
P00011,C00002,CLI00703,CRI,V00003,SUC00026,2016-08-04,34,590000.00,17352.94,64900.00
P00011,C00002,CLI00703,CRI,V00003,SUC00026,2020-08-04,34,590000.00,17352.94,64900.00
P00011,C00002,CLI00703,PER,V00009,SUC00055,2017-10-25,27,520000.00,19259.26,41600.00
P00011,C00002,CLI00324,COL,V00039,SUC00012,2018-08-21,23,360000.00,15652.17,61200.00
P00011,C00002,CLI00324,COL,V00039,SUC00012,2021-08-21,23,360000.00,15652.17,61200.00
P00011,C00002,CLI00324,GUA,V00056,SUC00017,2017-05-01,43,470000.00,10930.23,65800.00
P00011,C00002,CLI00150,PAR,V00002,SUC00047,2018-02-24,25,490000.00,19600.00,44100.00
P00011,C00002,CLI00150,PAR,V00002,SUC00047,2021-02-24,25,490000.00,19600.00,44100.00
P00011,C00002,CLI00262,GUA,V00056,SUC00017,2019-08-21,25,330000.00,13200.00,29700.00
P00011,C00002,CLI00262,MEX,V00047,SUC00056,2016-12-19,15,160000.00,10666.67,16000.00
P00011,C00002,CLI00043,ECU,V00036,SUC00029,2017-01-26,9,100000.00,11111.11,0.70
P00011,C00002,CLI00026,ARG,V00042,SUC00043,2019-05-16,3,40000.00,13333.33,0.80
P00011,C00002,CLI00216,COL,V00051,SUC00001,2017-03-21,42,540000.00,12857.14,81000.00
P00011,C00002,CLI00309,CRI,V00060,SUC00022,2016-02-15,30,780000.00,26000.00,54600.00
P00011,C00002,CLI00309,CRI,V00060,SUC00022,2019-12-16,30,780000.00,26000.00,54600.00
P00011,C00002,CLI00309,CRI,V00060,SUC00022,2020-02-15,30,780000.00,26000.00,54600.00
P00011,C00002,CLI00631,ESP,V00045,SUC00008,2016-02-25,3,40000.00,13333.33,0.72
P00011,C00002,CLI00631,ESP,V00045,SUC00008,2019-12-26,3,40000.00,13333.33,0.72
P00011,C00002,CLI00631,ESP,V00045,SUC00008,2020-02-25,3,40000.00,13333.33,0.72
P00011,C00002,CLI00631,PER,V00040,SUC00061,2017-03-07,37,400000.00,10810.81,44000.00
P00011,C00002,CLI00096,ARG,V00042,SUC00043,2018-04-20,23,270000.00,11739.13,51300.00
P00011,C00002,CLI00096,ARG,V00042,SUC00043,2021-04-20,23,270000.00,11739.13,51300.00
P00011,C00002,CLI00096,CRI,V00003,SUC00026,2018-10-18,49,630000.00,12857.14,69300.00
P00011,C00002,CLI00096,MEX,V00014,SUC00048,2019-04-15,32,590000.00,18437.50,64900.00
P00011,C00002,CLI00178,CHI,V00030,SUC00051,2017-09-18,35,430000.00,12285.71,34400.00
P00011,C00002,CLI00178,MEX,V00014,SUC00048,2017-08-28,6,70000.00,11666.67,10500.00
P00011,C00002,CLI00713,HON,V00057,SUC00015,2018-02-19,13,260000.00,20000.00,18200.00
P00011,C00002,CLI00713,HON,V00057,SUC00015,2021-02-19,13,260000.00,20000.00,18200.00
P00011,C00002,CLI00322,PER,V00040,SUC00061,2017-07-29,29,340000.00,11724.14,64600.00
P00011,C00002,CLI00322,PER,V00040,SUC00061,2020-07-29,29,340000.00,11724.14,64600.00
P00011,C00002,CLI00345,ESP,V00045,SUC00008,2016-05-22,19,220000.00,11578.95,41800.00
P00011,C00002,CLI00345,ESP,V00045,SUC00008,2020-05-22,19,220000.00,11578.95,41800.00
P00011,C00002,CLI00022,ECU,V00029,SUC00025,2016-05-25,24,250000.00,10416.67,30000.00
P00011,C00002,CLI00022,ECU,V00029,SUC00025,2020-05-25,24,250000.00,10416.67,30000.00
P00011,C00002,CLI00046,ARG,V00017,SUC00045,2017-08-17,31,370000.00,11935.48,25900.00
P00011,C00002,CLI00046,COL,V00031,SUC00054,2019-09-01,46,570000.00,12391.30,102600.00
P00011,C00002,CLI00171,ECU,V00064,SUC00060,2019-05-20,13,150000.00,11538.46,27000.00
P00011,C00002,CLI00336,ARG,V00053,SUC00006,2016-07-21,12,240000.00,20000.00,48000.00
P00011,C00002,CLI00138,ARG,V00032,SUC00057,2017-08-09,32,330000.00,10312.50,46200.00
P00011,C00002,CLI00138,ECU,V00029,SUC00025,2018-08-16,28,420000.00,15000.00,25200.00
P00011,C00002,CLI00138,ECU,V00029,SUC00025,2021-08-16,28,420000.00,15000.00,25200.00
P00011,C00002,CLI00138,DOM,V00059,SUC00011,2016-10-04,10,110000.00,11000.00,0.88
P00011,C00002,CLI00138,DOM,V00059,SUC00011,2020-10-04,10,110000.00,11000.00,0.88
P00011,C00002,CLI00637,GUA,V00016,SUC00007,2019-07-10,23,320000.00,13913.04,28800.00
P00011,C00002,CLI00156,ARG,V00053,SUC00006,2016-01-22,27,720000.00,26666.67,136800.00
P00011,C00002,CLI00156,ARG,V00053,SUC00006,2019-11-22,27,720000.00,26666.67,136800.00
P00011,C00002,CLI00172,CHI,V00052,SUC00003,2016-04-27,14,190000.00,13571.43,19000.00
P00011,C00002,CLI00172,CHI,V00052,SUC00003,2020-04-27,14,190000.00,13571.43,19000.00
P00011,C00002,CLI00172,GUA,V00056,SUC00017,2019-05-07,1,20000.00,20000.00,0.16
P00011,C00002,CLI00172,MEX,V00019,SUC00005,2016-08-27,18,270000.00,15000.00,18900.00
P00011,C00002,CLI00172,MEX,V00019,SUC00005,2020-08-27,18,270000.00,15000.00,18900.00
P00011,C00002,CLI00269,CRI,V00060,SUC00022,2017-09-21,20,270000.00,13500.00,29700.00
P00011,C00002,CLI00693,ESP,V00026,SUC00046,2018-12-10,4,50000.00,12500.00,0.95
P00011,C00002,CLI00693,URU,V00065,SUC00039,2016-07-12,35,380000.00,10857.14,19000.00
P00011,C00002,CLI00155,ARG,V00053,SUC00006,2017-10-16,31,400000.00,12903.23,52000.00
P00011,C00002,CLI00155,URU,V00027,SUC00065,2019-04-27,21,310000.00,14761.90,24800.00
P00011,C00002,CLI00190,GUA,V00016,SUC00007,2016-03-29,27,370000.00,13703.70,29600.00
P00011,C00002,CLI00190,GUA,V00016,SUC00007,2020-01-28,27,370000.00,13703.70,29600.00
P00011,C00002,CLI00190,GUA,V00016,SUC00007,2020-03-29,27,370000.00,13703.70,29600.00
P00011,C00002,CLI00190,HON,V00057,SUC00015,2016-05-02,43,550000.00,12790.70,49500.00
P00011,C00002,CLI00190,HON,V00057,SUC00015,2020-05-02,43,550000.00,12790.70,49500.00
P00011,C00002,CLI00519,MEX,V00014,SUC00048,2017-04-30,22,730000.00,33181.82,73000.00
P00011,C00002,CLI00720,URU,V00049,SUC00063,2019-04-01,4,50000.00,12500.00,0.95
P00011,C00002,CLI00173,MEX,V00047,SUC00056,2017-06-17,8,90000.00,11250.00,17100.00
P00011,C00002,CLI00173,MEX,V00047,SUC00056,2020-06-17,8,90000.00,11250.00,17100.00
P00011,C00002,CLI00478,PAR,V00025,SUC00049,2018-11-10,35,460000.00,13142.86,82800.00
P00011,C00002,CLI00478,PAR,V00025,SUC00049,2020-11-10,35,460000.00,13142.86,82800.00
P00011,C00002,CLI00040,GUA,V00016,SUC00007,2016-03-22,39,450000.00,11538.46,54000.00
P00011,C00002,CLI00040,GUA,V00016,SUC00007,2020-01-21,39,450000.00,11538.46,54000.00
P00011,C00002,CLI00040,GUA,V00016,SUC00007,2020-03-22,39,450000.00,11538.46,54000.00
P00011,C00002,CLI00032,CHI,V00030,SUC00051,2017-08-05,44,510000.00,11590.91,45900.00
P00011,C00002,CLI00540,HON,V00020,SUC00032,2016-08-22,43,750000.00,17441.86,82500.00
P00011,C00002,CLI00540,HON,V00020,SUC00032,2020-08-22,43,750000.00,17441.86,82500.00
P00011,C00002,CLI00603,CRI,V00060,SUC00022,2017-08-23,48,1230000.00,25625.00,184500.00
P00011,C00002,CLI00603,ESP,V00026,SUC00046,2019-07-12,3,50000.00,16666.67,0.85
P00011,C00002,CLI00603,PER,V00013,SUC00036,2018-03-18,21,360000.00,17142.86,36000.00
P00011,C00002,CLI00603,PER,V00013,SUC00036,2021-03-18,21,360000.00,17142.86,36000.00
P00011,C00002,CLI00603,DOM,V00004,SUC00041,2019-09-18,29,580000.00,20000.00,34800.00
P00011,C00002,CLI00289,CHI,V00052,SUC00003,2018-11-07,18,210000.00,11666.67,21000.00
P00011,C00002,CLI00289,CHI,V00052,SUC00003,2020-11-07,18,210000.00,11666.67,21000.00
P00011,C00002,CLI00289,CRI,V00001,SUC00031,2019-03-17,11,120000.00,10909.09,14400.00
P00011,C00002,CLI00289,MEX,V00014,SUC00048,2017-08-26,5,60000.00,12000.00,0.48
P00011,C00002,CLI00451,HON,V00034,SUC00062,2018-12-20,27,650000.00,24074.07,117000.00
P00011,C00002,CLI00451,URU,V00010,SUC00034,2019-04-09,49,640000.00,13061.22,96000.00
P00011,C00002,CLI00087,CHI,V00030,SUC00051,2017-10-12,39,470000.00,12051.28,89300.00
P00011,C00002,CLI00634,ECU,V00050,SUC00023,2018-11-01,8,310000.00,38750.00,24800.00
P00011,C00002,CLI00634,ECU,V00050,SUC00023,2020-11-01,8,310000.00,38750.00,24800.00
P00011,C00002,CLI00110,PER,V00013,SUC00036,2018-11-12,38,560000.00,14736.84,78400.00
P00011,C00002,CLI00110,PER,V00013,SUC00036,2020-11-12,38,560000.00,14736.84,78400.00
P00011,C00002,CLI00135,URU,V00065,SUC00039,2017-03-25,5,60000.00,12000.00,0.84
P00011,C00002,CLI00533,PAR,V00044,SUC00042,2018-05-10,8,90000.00,11250.00,0.54
P00011,C00002,CLI00533,PAR,V00044,SUC00042,2021-05-10,8,90000.00,11250.00,0.54
P00011,C00002,CLI00533,PAR,V00043,SUC00009,2018-05-10,6,80000.00,13333.33,0.88
P00011,C00002,CLI00533,PAR,V00043,SUC00009,2021-05-10,6,80000.00,13333.33,0.88
P00011,C00002,CLI00418,CRI,V00022,SUC00037,2019-03-20,6,80000.00,13333.33,0.56
P00011,C00002,CLI00418,ECU,V00036,SUC00029,2017-06-26,45,580000.00,12888.89,116000.00
P00011,C00002,CLI00418,ECU,V00036,SUC00029,2020-06-26,45,580000.00,12888.89,116000.00
P00011,C00002,CLI00418,PER,V00037,SUC00010,2017-06-26,19,200000.00,10526.32,22000.00
P00011,C00002,CLI00418,PER,V00037,SUC00010,2020-06-26,19,200000.00,10526.32,22000.00
P00011,C00002,CLI00113,PER,V00013,SUC00036,2016-06-08,35,690000.00,19714.29,41400.00
P00011,C00002,CLI00378,ARG,V00042,SUC00043,2017-04-16,15,210000.00,14000.00,14700.00
P00011,C00002,CLI00230,ARG,V00032,SUC00057,2018-04-22,3,40000.00,13333.33,0.44
P00011,C00002,CLI00230,ARG,V00032,SUC00057,2021-04-22,3,40000.00,13333.33,0.44
P00011,C00002,CLI00457,PER,V00009,SUC00055,2016-06-11,14,190000.00,13571.43,36100.00
P00011,C00002,CLI00281,ARG,V00042,SUC00043,2018-01-08,34,350000.00,10294.12,66500.00
P00011,C00002,CLI00281,ARG,V00042,SUC00043,2021-01-08,34,350000.00,10294.12,66500.00
P00011,C00002,CLI00281,GUA,V00015,SUC00004,2016-02-22,27,280000.00,10370.37,25200.00
P00011,C00002,CLI00281,GUA,V00015,SUC00004,2019-12-23,27,280000.00,10370.37,25200.00
P00011,C00002,CLI00281,GUA,V00015,SUC00004,2020-02-22,27,280000.00,10370.37,25200.00
P00011,C00002,CLI00143,ESP,V00012,SUC00050,2018-07-25,42,540000.00,12857.14,70200.00
P00011,C00002,CLI00143,ESP,V00012,SUC00050,2021-07-25,42,540000.00,12857.14,70200.00
P00011,C00002,CLI00143,HON,V00020,SUC00032,2017-09-23,43,890000.00,20697.67,106800.00
P00011,C00002,CLI00723,COL,V00039,SUC00012,2016-09-18,16,170000.00,10625.00,25500.00
P00011,C00002,CLI00723,COL,V00039,SUC00012,2020-09-18,16,170000.00,10625.00,25500.00
P00011,C00002,CLI00723,CRI,V00022,SUC00037,2019-02-27,43,510000.00,11860.47,81600.00
P00011,C00002,CLI00698,HON,V00020,SUC00032,2017-12-09,15,260000.00,17333.33,13000.00
P00011,C00002,CLI00698,HON,V00020,SUC00032,2020-12-09,15,260000.00,17333.33,13000.00
P00011,C00002,CLI00669,CHI,V00030,SUC00051,2019-09-20,9,100000.00,11111.11,19000.00
P00011,C00002,CLI00669,GUA,V00056,SUC00017,2019-05-17,7,80000.00,11428.57,0.48
P00011,C00002,CLI00109,ARG,V00042,SUC00043,2017-09-28,15,210000.00,14000.00,18900.00
P00011,C00002,CLI00260,PAR,V00025,SUC00049,2018-12-06,29,340000.00,11724.14,17000.00
P00011,C00002,CLI00652,DOM,V00004,SUC00041,2018-10-29,36,1310000.00,36388.89,222700.00
P00011,C00002,CLI00652,URU,V00027,SUC00065,2016-07-12,1,20000.00,20000.00,0.26
P00011,C00002,CLI00422,COL,V00031,SUC00054,2019-01-08,15,180000.00,12000.00,32400.00
P00011,C00002,CLI00400,MEX,V00021,SUC00064,2016-06-16,16,230000.00,14375.00,18400.00
P00011,C00002,CLI00400,DOM,V00004,SUC00041,2019-08-10,41,840000.00,20487.80,159600.00
P00011,C00002,CLI00628,ESP,V00045,SUC00008,2018-10-28,11,150000.00,13636.36,18000.00
P00011,C00002,CLI00396,GUA,V00005,SUC00013,2019-03-28,30,350000.00,11666.67,70000.00
P00011,C00002,CLI00396,HON,V00006,SUC00030,2018-07-14,35,440000.00,12571.43,88000.00
P00011,C00002,CLI00396,HON,V00006,SUC00030,2021-07-14,35,440000.00,12571.43,88000.00
P00011,C00002,CLI00220,HON,V00057,SUC00015,2018-06-05,46,490000.00,10652.17,44100.00
P00011,C00002,CLI00220,HON,V00057,SUC00015,2021-06-05,46,490000.00,10652.17,44100.00
P00011,C00002,CLI00220,PAR,V00025,SUC00049,2016-04-13,28,370000.00,13214.29,33300.00
P00011,C00002,CLI00220,PAR,V00025,SUC00049,2020-04-13,28,370000.00,13214.29,33300.00
P00011,C00002,CLI00220,PAR,V00044,SUC00042,2016-04-22,33,660000.00,20000.00,125400.00
P00011,C00002,CLI00220,PAR,V00044,SUC00042,2020-04-22,33,660000.00,20000.00,125400.00
P00011,C00002,CLI00751,HON,V00024,SUC00021,2018-08-21,33,350000.00,10606.06,70000.00
P00011,C00002,CLI00751,HON,V00024,SUC00021,2021-08-21,33,350000.00,10606.06,70000.00
P00011,C00002,CLI00428,MEX,V00019,SUC00005,2017-09-19,33,450000.00,13636.36,40500.00
P00011,C00002,CLI00389,COL,V00018,SUC00038,2018-08-07,29,370000.00,12758.62,44400.00
P00011,C00002,CLI00389,COL,V00018,SUC00038,2021-08-07,29,370000.00,12758.62,44400.00
P00011,C00002,CLI00765,ARG,V00032,SUC00057,2018-11-18,32,380000.00,11875.00,22800.00
P00011,C00002,CLI00765,ARG,V00032,SUC00057,2020-11-18,32,380000.00,11875.00,22800.00
P00011,C00002,CLI00765,ARG,V00017,SUC00045,2018-04-01,40,570000.00,14250.00,114000.00
P00011,C00002,CLI00765,ARG,V00017,SUC00045,2021-04-01,40,570000.00,14250.00,114000.00
P00011,C00002,CLI00765,PAR,V00033,SUC00018,2018-09-24,28,400000.00,14285.71,56000.00
P00011,C00002,CLI00765,PAR,V00033,SUC00018,2021-09-24,28,400000.00,14285.71,56000.00
P00011,C00002,CLI00304,GUA,V00056,SUC00017,2019-06-07,16,170000.00,10625.00,32300.00
P00011,C00002,CLI00658,COL,V00046,SUC00019,2019-08-28,42,620000.00,14761.90,74400.00
P00011,C00002,CLI00758,COL,V00031,SUC00054,2016-03-12,31,460000.00,14838.71,27600.00
P00011,C00002,CLI00758,COL,V00031,SUC00054,2020-01-11,31,460000.00,14838.71,27600.00
P00011,C00002,CLI00758,COL,V00031,SUC00054,2020-03-12,31,460000.00,14838.71,27600.00
P00011,C00002,CLI00592,HON,V00020,SUC00032,2016-01-10,30,310000.00,10333.33,55800.00
P00011,C00002,CLI00592,HON,V00020,SUC00032,2019-11-10,30,310000.00,10333.33,55800.00
P00011,C00002,CLI00592,DOM,V00054,SUC00040,2018-06-23,28,380000.00,13571.43,53200.00
P00011,C00002,CLI00592,DOM,V00054,SUC00040,2021-06-23,28,380000.00,13571.43,53200.00
P00011,C00002,CLI00592,DOM,V00059,SUC00011,2019-04-27,34,440000.00,12941.18,30800.00
P00011,C00002,CLI00033,ECU,V00029,SUC00025,2017-07-16,15,160000.00,10666.67,17600.00
P00011,C00002,CLI00033,ECU,V00029,SUC00025,2020-07-16,15,160000.00,10666.67,17600.00
P00011,C00002,CLI00215,MEX,V00014,SUC00048,2018-06-08,48,610000.00,12708.33,79300.00
P00011,C00002,CLI00215,MEX,V00014,SUC00048,2021-06-08,48,610000.00,12708.33,79300.00
P00011,C00002,CLI00380,ECU,V00050,SUC00023,2018-09-08,17,200000.00,11764.71,40000.00
P00011,C00002,CLI00380,ECU,V00050,SUC00023,2021-09-08,17,200000.00,11764.71,40000.00
P00011,C00002,CLI00380,ESP,V00045,SUC00008,2016-05-10,49,520000.00,10612.24,62400.00
P00011,C00002,CLI00380,ESP,V00045,SUC00008,2020-05-10,49,520000.00,10612.24,62400.00
P00011,C00002,CLI00469,URU,V00049,SUC00063,2016-11-20,3,40000.00,13333.33,0.28
P00011,C00002,CLI00557,HON,V00024,SUC00021,2016-12-01,26,360000.00,13846.15,25200.00
P00011,C00002,CLI00557,PER,V00009,SUC00055,2019-09-01,28,370000.00,13214.29,40700.00
P00011,C00002,CLI00557,DOM,V00035,SUC00016,2017-05-24,6,70000.00,11666.67,0.91
P00011,C00002,CLI00080,COL,V00051,SUC00001,2016-12-06,35,530000.00,15142.86,31800.00
P00011,C00002,CLI00080,CRI,V00060,SUC00022,2018-07-26,32,490000.00,15312.50,78400.00
P00011,C00002,CLI00080,CRI,V00060,SUC00022,2021-07-26,32,490000.00,15312.50,78400.00
P00011,C00002,CLI00080,HON,V00006,SUC00030,2018-07-29,44,870000.00,19772.73,156600.00
P00011,C00002,CLI00080,HON,V00006,SUC00030,2021-07-29,44,870000.00,19772.73,156600.00
P00011,C00002,CLI00111,ARG,V00042,SUC00043,2019-04-03,8,90000.00,11250.00,18000.00
P00011,C00002,CLI00111,COL,V00046,SUC00019,2019-05-09,22,290000.00,13181.82,43500.00
P00011,C00002,CLI00111,ESP,V00045,SUC00008,2019-09-22,36,430000.00,11944.44,64500.00
P00011,C00002,CLI00770,CRI,V00060,SUC00022,2019-01-01,45,680000.00,15111.11,54400.00
P00011,C00002,CLI00770,HON,V00020,SUC00032,2019-03-23,35,370000.00,10571.43,51800.00
P00011,C00002,CLI00739,CRI,V00060,SUC00022,2016-03-02,47,510000.00,10851.06,56100.00
P00011,C00002,CLI00739,CRI,V00060,SUC00022,2020-01-01,47,510000.00,10851.06,56100.00
P00011,C00002,CLI00739,CRI,V00060,SUC00022,2020-03-02,47,510000.00,10851.06,56100.00
P00011,C00002,CLI00545,DOM,V00059,SUC00011,2017-10-08,8,90000.00,11250.00,11700.00
P00011,C00002,CLI00545,URU,V00049,SUC00063,2016-07-21,33,470000.00,14242.42,37600.00
P00011,C00002,CLI00112,GUA,V00056,SUC00017,2018-12-30,48,600000.00,12500.00,54000.00
P00011,C00002,CLI00112,HON,V00057,SUC00015,2019-03-23,3,40000.00,13333.33,0.20
P00011,C00002,CLI00602,ECU,V00036,SUC00029,2018-01-13,23,240000.00,10434.78,40800.00
P00011,C00002,CLI00602,ECU,V00036,SUC00029,2021-01-13,23,240000.00,10434.78,40800.00
P00011,C00002,CLI00602,PER,V00009,SUC00055,2019-02-12,27,310000.00,11481.48,58900.00
P00011,C00002,CLI00274,ECU,V00064,SUC00060,2017-12-12,19,280000.00,14736.84,47600.00
P00011,C00002,CLI00274,ECU,V00064,SUC00060,2020-12-12,19,280000.00,14736.84,47600.00
P00011,C00002,CLI00274,GUA,V00016,SUC00007,2019-05-05,4,60000.00,15000.00,0.96
P00011,C00002,CLI00102,PER,V00013,SUC00036,2016-08-31,35,470000.00,13428.57,32900.00
P00011,C00002,CLI00102,PER,V00013,SUC00036,2020-08-31,35,470000.00,13428.57,32900.00
P00011,C00002,CLI00305,ARG,V00017,SUC00045,2017-06-20,42,440000.00,10476.19,22000.00
P00011,C00002,CLI00305,ARG,V00017,SUC00045,2020-06-20,42,440000.00,10476.19,22000.00
P00011,C00002,CLI00793,HON,V00020,SUC00032,2017-06-02,40,460000.00,11500.00,41400.00
P00011,C00002,CLI00793,HON,V00020,SUC00032,2020-06-02,40,460000.00,11500.00,41400.00
P00011,C00002,CLI00793,PAR,V00043,SUC00009,2017-11-22,11,120000.00,10909.09,10800.00
P00011,C00002,CLI00793,URU,V00010,SUC00034,2017-05-18,38,410000.00,10789.47,28700.00
P00011,C00002,CLI00352,COL,V00051,SUC00001,2017-12-01,41,440000.00,10731.71,61600.00
P00011,C00002,CLI00352,COL,V00051,SUC00001,2020-12-01,41,440000.00,10731.71,61600.00
P00011,C00002,CLI00266,MEX,V00047,SUC00056,2017-12-13,23,240000.00,10434.78,36000.00
P00011,C00002,CLI00266,MEX,V00047,SUC00056,2020-12-13,23,240000.00,10434.78,36000.00
P00011,C00002,CLI00750,MEX,V00014,SUC00048,2017-11-09,20,210000.00,10500.00,39900.00
P00011,C00002,CLI00206,ESP,V00012,SUC00050,2016-08-15,22,260000.00,11818.18,18200.00
P00011,C00002,CLI00206,ESP,V00012,SUC00050,2020-08-15,22,260000.00,11818.18,18200.00
P00011,C00002,CLI00665,ARG,V00058,SUC00024,2017-02-19,5,60000.00,12000.00,11400.00
P00011,C00002,CLI00117,CHI,V00052,SUC00003,2019-01-28,46,610000.00,13260.87,30500.00
P00011,C00002,CLI00117,HON,V00057,SUC00015,2019-01-28,44,460000.00,10454.55,73600.00
P00011,C00002,CLI00117,PAR,V00043,SUC00009,2018-09-30,26,330000.00,12692.31,49500.00
P00011,C00002,CLI00117,PAR,V00043,SUC00009,2021-09-30,26,330000.00,12692.31,49500.00
P00011,C00002,CLI00432,CRI,V00022,SUC00037,2016-10-13,37,480000.00,12972.97,28800.00
P00011,C00002,CLI00432,CRI,V00022,SUC00037,2020-10-13,37,480000.00,12972.97,28800.00
P00011,C00002,CLI00105,DOM,V00028,SUC00044,2019-09-14,14,200000.00,14285.71,36000.00
P00011,C00002,CLI00278,ARG,V00017,SUC00045,2019-07-17,5,60000.00,12000.00,0.30
P00011,C00002,CLI00278,COL,V00018,SUC00038,2017-10-09,14,160000.00,11428.57,0.80
P00011,C00002,CLI00407,PER,V00038,SUC00035,2018-03-10,2,30000.00,15000.00,0.24
P00011,C00002,CLI00407,PER,V00038,SUC00035,2021-03-10,2,30000.00,15000.00,0.24
P00011,C00002,CLI00192,ESP,V00012,SUC00050,2018-10-09,43,570000.00,13255.81,34200.00
P00011,C00002,CLI00681,ARG,V00042,SUC00043,2018-02-26,9,100000.00,11111.11,14000.00
P00011,C00002,CLI00681,ARG,V00042,SUC00043,2021-02-26,9,100000.00,11111.11,14000.00
P00011,C00002,CLI00678,URU,V00041,SUC00058,2017-09-03,7,140000.00,20000.00,25200.00
P00011,C00002,CLI00410,ARG,V00058,SUC00024,2019-05-10,31,800000.00,25806.45,80000.00
P00011,C00002,CLI00410,ECU,V00050,SUC00023,2019-03-27,31,420000.00,13548.39,63000.00
P00011,C00002,CLI00790,PAR,V00044,SUC00042,2016-10-28,37,540000.00,14594.59,59400.00
P00011,C00002,CLI00790,PAR,V00044,SUC00042,2020-10-28,37,540000.00,14594.59,59400.00
P00011,C00002,CLI00084,CHI,V00023,SUC00059,2019-01-30,39,460000.00,11794.87,27600.00
P00011,C00002,CLI00050,ESP,V00063,SUC00027,2016-12-28,9,110000.00,12222.22,0.66
P00011,C00002,CLI00050,URU,V00041,SUC00058,2018-02-09,50,640000.00,12800.00,51200.00
P00011,C00002,CLI00050,URU,V00041,SUC00058,2021-02-09,50,640000.00,12800.00,51200.00
P00011,C00002,CLI00780,CHI,V00030,SUC00051,2019-01-05,13,360000.00,27692.31,68400.00
P00011,C00002,CLI00780,COL,V00018,SUC00038,2017-04-15,5,80000.00,16000.00,0.40
P00011,C00002,CLI00780,HON,V00057,SUC00015,2016-05-15,46,770000.00,16739.13,100100.00
P00011,C00002,CLI00780,HON,V00057,SUC00015,2020-05-15,46,770000.00,16739.13,100100.00
P00011,C00002,CLI00375,GUA,V00005,SUC00013,2016-01-26,10,130000.00,13000.00,18200.00
P00011,C00002,CLI00375,GUA,V00005,SUC00013,2019-11-26,10,130000.00,13000.00,18200.00
P00011,C00002,CLI00267,ECU,V00029,SUC00025,2016-02-26,22,230000.00,10454.55,18400.00
P00011,C00002,CLI00267,ECU,V00029,SUC00025,2019-12-27,22,230000.00,10454.55,18400.00
P00011,C00002,CLI00267,ECU,V00029,SUC00025,2020-02-26,22,230000.00,10454.55,18400.00
P00011,C00002,CLI00721,DOM,V00004,SUC00041,2019-09-30,50,830000.00,16600.00,83000.00
P00011,C00002,CLI00438,DOM,V00028,SUC00044,2018-07-03,7,80000.00,11428.57,13600.00
P00011,C00002,CLI00438,DOM,V00028,SUC00044,2021-07-03,7,80000.00,11428.57,13600.00
P00011,C00002,CLI00167,ARG,V00053,SUC00006,2018-11-19,50,730000.00,14600.00,116800.00
P00011,C00002,CLI00167,ARG,V00053,SUC00006,2020-11-19,50,730000.00,14600.00,116800.00
P00011,C00002,CLI00167,ESP,V00063,SUC00027,2018-11-19,1,20000.00,20000.00,0.16
P00011,C00002,CLI00167,ESP,V00063,SUC00027,2020-11-19,1,20000.00,20000.00,0.16
P00011,C00002,CLI00167,PAR,V00044,SUC00042,2017-02-26,34,620000.00,18235.29,74400.00
P00011,C00002,CLI00477,ESP,V00026,SUC00046,2016-05-07,5,190000.00,38000.00,11400.00
P00011,C00002,CLI00477,ESP,V00026,SUC00046,2020-05-07,5,190000.00,38000.00,11400.00
P00011,C00002,CLI00477,GUA,V00016,SUC00007,2019-10-23,42,810000.00,19285.71,153900.00
P00011,C00002,CLI00477,HON,V00034,SUC00062,2018-09-30,49,550000.00,11224.49,33000.00
P00011,C00002,CLI00477,HON,V00034,SUC00062,2021-09-30,49,550000.00,11224.49,33000.00
P00011,C00002,CLI00606,PER,V00009,SUC00055,2018-10-21,41,530000.00,12926.83,106000.00
P00011,C00002,CLI00775,COL,V00018,SUC00038,2016-11-18,4,50000.00,12500.00,0.80
P00011,C00002,CLI00761,CHI,V00008,SUC00033,2018-10-04,2,30000.00,15000.00,0.30
P00011,C00002,CLI00611,CHI,V00023,SUC00059,2016-05-24,32,340000.00,10625.00,51000.00
P00011,C00002,CLI00611,CHI,V00023,SUC00059,2020-05-24,32,340000.00,10625.00,51000.00
P00011,C00002,CLI00446,HON,V00006,SUC00030,2019-04-25,25,310000.00,12400.00,58900.00
P00011,C00002,CLI00690,ARG,V00058,SUC00024,2017-12-29,41,440000.00,10731.71,22000.00
P00011,C00002,CLI00690,ARG,V00058,SUC00024,2020-12-29,41,440000.00,10731.71,22000.00
P00011,C00002,CLI00006,ESP,V00045,SUC00008,2018-03-25,26,300000.00,11538.46,24000.00
